Date,Close/Last,Volume,Open,High,Low
06/29/2022,$77.99,104140900,$79.55,$79.75,$76.51
06/28/2022,$80.78,95752530,$85.71,$86.73,$80.43
06/27/2022,$86.16,74663490,$87.355,$88.22,$85.25
06/24/2022,$87.08,88553890,$83.56,$87.53,$83.0801
06/23/2022,$82.43,100614600,$84.315,$84.41,$80.2251
06/22/2022,$83.75,86634720,$84.4,$86.375,$83.3001
06/21/2022,$83.79,87780570,$84.17,$85.81,$82.6
06/17/2022,$81.57,105212300,$82.19,$82.94,$79.43
06/16/2022,$82.05,102433300,$86.63,$86.73,$80.64
06/15/2022,$89.3,95774810,$87.9,$90.86,$86.19
06/14/2022,$86.99,84066570,$87.41,$88.3,$85.8201
06/13/2022,$86.99,98148810,$91.26,$92.03,$86.64
06/10/2022,$94.82,102212200,$98.82,$99.928,$94.25
06/09/2022,$98.8,95298980,$101.57,$103.94,$98.74
06/08/2022,$101.9,97641870,$104.57,$105.848,$100.41
06/07/2022,$105.28,79022850,$104.24,$106.24,$102.61
06/06/2022,$105.65,96726890,$108.27,$109.57,$104.225
06/03/2022,$106.3,110844700,$105.8,$109.39,$104.65
06/02/2022,$108.59,120953800,$100.78,$109.5,$100.78
06/01/2022,$101.22,99351390,$102.13,$103.57,$99.55
05/31/2022,$101.86,125102900,$102.43,$104.55,$100.04
