Date,Close/Last,Volume,Open,High,Low
07/13/2022,$42.7,16854200,$41.854,$43.05,$41.8
07/12/2022,$42.86,17385310,$43.58,$43.83,$42.66
07/11/2022,$43.25,15279570,$43.34,$43.68,$43.07
07/08/2022,$43.39,11816980,$43.03,$43.605,$42.94
07/07/2022,$43.22,22316700,$42.88,$43.36,$42.79
07/06/2022,$42.69,17250440,$42.12,$42.93,$42.01
07/05/2022,$41.96,24448140,$41.52,$41.97,$40.82
07/01/2022,$42.6,24338550,$42.52,$42.7,$41.57
06/30/2022,$42.64,24947920,$42.37,$43.14,$42.19
06/29/2022,$42.88,13450790,$43.14,$43.26,$42.6938
06/28/2022,$43.06,20094260,$43.91,$44.4713,$42.99
06/27/2022,$43.77,22755300,$44.29,$44.29,$43.625
06/24/2022,$44.1,30543780,$43.44,$44.215,$43.24
06/23/2022,$42.93,33801720,$43.41,$43.46,$42.715
06/22/2022,$43.57,19942290,$43.47,$44.115,$43.17
06/21/2022,$44.14,23277880,$43.805,$44.28,$43.7
06/17/2022,$43.39,59678620,$43.36,$44.0001,$43.24
06/16/2022,$43.32,27049020,$42.81,$43.4099,$42.81
06/15/2022,$43.8,22525080,$43.37,$44.425,$43.0999
06/14/2022,$42.91,22499140,$43.63,$43.7,$42.57
06/13/2022,$43.24,29050820,$43.06,$43.84,$42.89
06/10/2022,$43.49,20267050,$43.8,$43.99,$43.29
06/09/2022,$44.26,18417690,$44.83,$45.27,$44.24
06/08/2022,$44.92,16263800,$45.45,$45.63,$44.88
06/07/2022,$45.57,14667230,$44.82,$45.65,$44.715
06/06/2022,$45.33,12641920,$45.603,$46.09,$45.125
06/03/2022,$45.25,17946970,$45.55,$45.74,$45.12
06/02/2022,$45.79,20546750,$45.18,$45.8,$44.895
06/01/2022,$45.23,20665970,$45.55,$45.8,$44.765
05/31/2022,$45.05,64821190,$45.27,$45.605,$44.735
